description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id
"""The inner, i.e. lumen-facing, lipid bilayer of an organelle envelope; usually highly selective to most ions and metabolites."" [GOC:mah]",20029,36990,13,"[['IEA'], [], [], ['TAS'], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], []]",organelle inner membrane,GO:0019866,4.2047354435409454e-05,"['GO:0031090', 'GO:0031967']",0.09774436090225563,query_1,133,0.0391566265060241,True,GO:CC,332,800,5
"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]",20029,36494,92,"[['HDA', 'TAS', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], [], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], [], [], ['HDA', 'IEA'], [], ['HDA'], ['HDA'], ['IDA', 'HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], [], [], [], [], [], ['HDA'], [], ['HDA'], [], ['IEA'], [], ['HDA'], ['HDA'], [], ['IDA', 'HDA', 'IEA'], ['HDA'], ['HDA'], [], [], [], ['HDA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['HDA'], ['IEA'], [], ['IEA'], ['IBA', 'IEA'], ['HDA'], [], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['NAS', 'IEA'], ['HDA'], ['ISS', 'IEA'], ['IBA'], [], ['HDA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IEA'], [], ['NAS', 'IEA'], [], ['IEA'], [], [], ['IEA'], [], ['IDA', 'HDA', 'IEA'], [], [], ['IDA'], [], [], [], [], [], ['IDA', 'HDA', 'IEA'], [], ['HDA'], [], ['IDA', 'HDA', 'TAS', 'IEA'], [], ['IDA', 'IEA'], [], ['IBA'], [], ['IDA', 'IEA'], [], [], ['IDA', 'IEA'], [], [], [], ['IDA', 'IEA'], ['IDA', 'HDA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], [], ['HDA', 'IEA'], [], ['HDA', 'IEA'], ['IEA'], ['HDA'], ['IDA', 'HDA', 'IEA'], [], [], ['IDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], []]",cytoplasm,GO:0005737,4.3159722186175775e-05,"['GO:0005622', 'GO:0110165']",0.6917293233082706,query_1,133,0.009659806803863923,True,GO:CC,9524,304,5
"""Primary active transport of a solute across a membrane, driven by exothermic flow of electrons from a reduced substrate to an oxidized substrate. Primary active transport is catalysis of the transport of a solute across a membrane, up the solute's concentration gradient, by binding the solute and undergoing a series of conformational changes. Transport works equally well in either direction and is driven by a primary energy source."" [GOC:mtg_transport, ISBN:0815340729, TC:3.D.-.-.-]",22878,2505,6,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",oxidoreduction-driven active transmembrane transporter activity,GO:0015453,5.487152194053933e-05,['GO:0015399'],0.04411764705882353,query_1,136,0.15,True,GO:MF,40,2505,1
"""The inner, i.e. lumen-facing, lipid bilayer of the mitochondrial envelope. It is highly folded to form cristae."" [GOC:ai]",20029,36499,11,"[['IEA'], [], [], [], [], [], [], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], []]",mitochondrial inner membrane,GO:0005743,5.634062008470108e-05,"['GO:0019866', 'GO:0031966']",0.08270676691729323,query_1,133,0.04721030042918455,True,GO:CC,233,309,5
"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]",20029,36889,81,"[['HDA', 'IEA'], ['ISS', 'IEA'], [], ['TAS', 'IEA'], ['HDA'], [], [], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], [], [], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IDA', 'IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['HDA'], [], [], ['HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['HDA', 'IEA'], [], ['IDA', 'IEA'], ['IEA'], ['IDA', 'IEA'], [], [], [], [], [], [], ['IEA'], [], [], ['HDA', 'IEA'], [], ['IEA'], ['IEA'], [], [], ['IDA', 'IEA'], ['HDA'], [], [], [], ['HDA'], ['IEA'], ['IDA', 'IEA'], [], [], ['IEA'], [], ['IDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IEA'], ['IEA'], [], [], [], [], ['IEA'], [], ['IDA', 'ISS', 'IEA'], [], [], [], [], [], [], [], ['IDA', 'IEA'], ['IEA'], ['IEA'], [], ['HDA', 'IEA'], [], ['IEA'], ['IDA', 'IEA'], ['IEA'], [], ['HDA'], [], ['HDA'], [], ['IEA'], [], [], ['IEA'], ['IEA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['HDA', 'IEA'], ['IEA'], ['HDA', 'IEA'], [], ['HDA', 'IEA'], [], ['IEA'], [], ['ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], [], ['IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], ['IDA', 'IEA'], []]",membrane,GO:0016020,0.0002655662862405371,['GO:0110165'],0.6090225563909775,query_1,133,0.009915534337128168,True,GO:CC,8169,699,5
"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]",20029,36422,112,"[['HDA', 'TAS', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['ISS', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], [], ['IEA'], [], ['HDA', 'IEA'], [], ['HDA'], ['HDA'], ['IDA', 'HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], [], [], [], [], [], ['HDA'], [], ['HDA'], ['IEA'], ['IEA'], [], ['HDA'], ['HDA'], [], ['IDA', 'HDA', 'IEA'], ['HDA'], ['HDA'], [], ['HDA'], ['IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA'], ['IEA'], [], ['IEA'], ['IBA', 'IEA'], ['HDA'], [], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['NAS', 'IEA'], ['HDA', 'NAS', 'IEA'], ['ISS', 'IEA'], ['IBA'], ['IBA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA'], ['IDA', 'IEA'], ['IPI'], ['IDA', 'HDA', 'IEA'], ['IEA'], [], ['IDA', 'NAS', 'IEA'], [], ['IDA', 'IPI', 'HDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IEA'], [], ['IDA', 'HDA', 'IEA'], [], ['IEA'], ['IDA'], [], [], ['IDA', 'IEA'], [], [], ['IDA', 'HDA', 'IEA'], [], ['HDA'], [], ['IDA', 'HDA', 'TAS', 'IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], ['IDA', 'ISS', 'IEA'], ['HDA', 'IBA', 'IEA'], [], ['IDA', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IDA', 'IEA'], ['IDA', 'IEA'], [], [], ['IDA', 'IEA'], ['IDA', 'HDA'], ['IDA', 'HDA', 'IBA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], ['HDA', 'IEA'], ['IEA'], ['HDA'], ['IDA', 'HDA', 'IEA'], [], ['IEA'], ['IDA', 'IEA'], [], ['IDA', 'HDA', 'IEA'], ['IDA', 'HDA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'TAS', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['IDA', 'IEA'], []]",intracellular anatomical structure,GO:0005622,0.0010972234025718834,['GO:0110165'],0.8421052631578947,query_1,133,0.008293224731580897,True,GO:CC,13505,232,5
"""Catalysis of an oxidation-reduction (redox) reaction in which a heme group acts as a hydrogen or electron donor and reduces a hydrogen or electron acceptor."" [GOC:ai]",22878,2833,3,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]","oxidoreductase activity, acting on a heme group of donors",GO:0016675,0.001733412865469952,['GO:0016491'],0.022058823529411766,query_1,136,0.5,True,GO:MF,6,2833,1
"""Catalysis of the reaction: 4 ferrocytochrome c + O2 + 4 H+ = 4 ferricytochrome c + 2 H2O."" [RHEA:11436]",22878,591,3,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",cytochrome-c oxidase activity,GO:0004129,0.001733412865469952,"['GO:0009055', 'GO:0015078', 'GO:0015453', 'GO:0016675', 'GO:0022853']",0.022058823529411766,query_1,136,0.5,True,GO:MF,6,591,1
"""The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."" [GOC:mah]",20029,37378,14,"[[], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",organelle outer membrane,GO:0031968,0.002065515164279166,"['GO:0019867', 'GO:0031967', 'GO:0098588']",0.10526315789473684,query_1,133,0.02564102564102564,True,GO:CC,546,1188,5
"""The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites."" [GOC:go_curators]",20029,36991,14,"[[], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], ['HDA'], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA'], [], []]",outer membrane,GO:0019867,0.002065515164279166,['GO:0016020'],0.10526315789473684,query_1,133,0.02564102564102564,True,GO:CC,546,801,5
"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]",21925,12628,30,"[[], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], ['TAS', 'IEA'], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['TAS', 'IEA'], ['IEA'], [], [], [], [], ['IDA', 'IEA'], [], [], ['IEA'], ['IMP', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], ['IDA'], [], [], [], ['IDA', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['TAS', 'IEA'], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",phosphate-containing compound metabolic process,GO:0006796,0.002568726942279601,['GO:0006793'],0.22388059701492538,query_1,134,0.014814814814814815,True,GO:BP,2025,2474,12
"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus."" [GOC:ai]",21925,12625,30,"[[], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], ['TAS', 'IEA'], [], [], [], [], [], ['IEA'], ['IEA'], [], [], ['TAS', 'IEA'], ['IEA'], [], [], [], [], ['IDA', 'IEA'], [], [], ['IEA'], ['IMP', 'IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], ['IEA'], [], ['IDA'], [], [], [], ['IDA', 'IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['TAS', 'IEA'], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",phosphorus metabolic process,GO:0006793,0.0026464574933560657,['GO:0008152'],0.22388059701492538,query_1,134,0.014792899408284023,True,GO:BP,2028,2471,12
"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate."" [RHEA:17989]",22878,9081,15,"[[], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], ['IEA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",protein serine kinase activity,GO:0106310,0.0026717680852519662,['GO:0004672'],0.11029411764705882,query_1,136,0.023510971786833857,True,GO:MF,638,9081,2
"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]",21925,12636,34,"[['IDA', 'IEA'], ['ISS', 'IEA'], [], [], [], [], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], ['IDA'], [], ['IDA'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], ['TAS'], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IMP'], [], [], [], ['IMP'], [], [], [], [], ['IEA'], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IDA', 'TAS', 'IEA'], [], ['IMP'], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], [], ['IMP'], [], ['IMP', 'IEA'], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",transport,GO:0006810,0.0026879690945101646,['GO:0051234'],0.2537313432835821,query_1,134,0.013726281792490917,True,GO:BP,2477,2482,10
"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]",21925,13950,122,"[['IEA'], ['IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IMP', 'HEP'], ['IDA', 'IEA'], ['IEA'], ['IMP'], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], [], ['IEA'], [], [], [], ['TAS'], [], ['IEA'], [], [], [], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], ['IMP'], ['IEA'], ['IDA'], ['IEA'], ['IMP', 'IEA'], ['IDA', 'IEA'], ['IMP', 'IEA'], ['IEA'], [], ['IEA'], [], [], ['IEA'], ['IDA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IBA', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['TAS', 'IEA'], ['IMP', 'TAS', 'IEA'], ['IEA'], ['IDA', 'IMP', 'TAS'], ['IMP', 'TAS', 'IEA'], ['IMP', 'TAS', 'IEA'], [], ['TAS', 'IEA'], [], ['IMP', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA'], ['IGI'], ['IDA', 'IMP', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP'], [], ['IDA', 'IMP', 'IGI', 'IEA'], ['IEA'], ['IEA'], ['EXP', 'IMP', 'NAS', 'IEA'], ['IEA'], ['IEP', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IMP', 'IEA'], ['IEA'], [], ['IDA'], ['IEA'], [], [], ['IDA', 'IMP', 'IEA'], ['HEP', 'IEA'], ['IMP', 'TAS', 'IEA'], [], ['IDA', 'TAS', 'IEA'], ['IMP', 'IGI', 'IEA'], ['IMP'], ['IGI', 'IEA'], ['HEP', 'IEA'], ['IGI', 'ISS', 'NAS', 'IEA'], ['IBA', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IBA', 'IEA'], ['IMP', 'NAS', 'IEA'], ['IGI', 'IEA'], ['IDA', 'IEA'], [], [], ['IEA'], ['IDA'], ['IMP', 'IBA', 'IEA'], ['IEA'], ['IEA'], ['IMP', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IPI', 'IMP', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IMP', 'IEP', 'IEA'], ['IMP', 'IEA'], ['IEA'], ['IPI', 'IEA'], ['IMP', 'IEA'], ['TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], ['IEA'], [], [], ['TAS', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], ['IEA'], ['TAS', 'IEA'], ['IEA']]",cellular process,GO:0009987,0.002711533657296357,['GO:0008150'],0.9104477611940298,query_1,134,0.007353384365017178,True,GO:BP,16591,3796,13
"""The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [ISBN:0198506732, ISBN:0471331309]",21925,12126,5,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], ['IEA'], [], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], []]",oxidative phosphorylation,GO:0006119,0.0028842698603880235,['GO:0009060'],0.03731343283582089,query_1,134,0.125,True,GO:BP,40,1972,14
"""The directed movement of a proton across a membrane."" [GO_REF:0000069, GOC:pr, GOC:TermGenie]",21925,32224,8,"[[], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",proton transmembrane transport,GO:1902600,0.0033610844052729787,"['GO:0098655', 'GO:0098662']",0.05970149253731343,query_1,134,0.05161290322580645,True,GO:BP,155,22070,15
"""Enables the transfer of inorganic cations from one side of a membrane to the other. Inorganic cations are atoms or small molecules with a positive charge that do not contain carbon in covalent linkage."" [GOC:ai, GOC:mtg_transport, ISBN:0815340729]",22878,3575,11,"[[], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['IEA'], [], [], [], [], [], [], [], [], [], ['IEA'], ['IEA'], [], ['IEA'], ['IEA'], ['IEA'], [], ['IEA'], [], ['IEA'], [], ['IEA'], [], [], [], [], [], [], [], []]",inorganic cation transmembrane transporter activity,GO:0022890,0.003388362283996307,['GO:0015318'],0.08088235294117647,query_1,136,0.03151862464183381,True,GO:MF,349,3575,1
"""The region between the inner and outer lipid bilayers of the mitochondrial envelope."" [GOC:mah]",20029,36503,4,"[[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], ['HDA', 'IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",mitochondrial intermembrane space,GO:0005758,0.0036028305234319406,"['GO:0005740', 'GO:0031970']",0.03007518796992481,query_1,133,0.14814814814814814,True,GO:CC,27,313,5
